,q1c,q1cstd,q1high,q1low,q1range,q1middle,q1pos,q0c,q0cstd,q0high,q0low,q0spanmean,q0spanstd,q0lixt,q0lixc72,q0lixc288,q0lixd,q0lixm,q0lixtv,q0lixc72v,q0lixc288v,q0lixdv,q0lixmv,m0c,m0cstd,m0high,m0low,m0spanmean,m0spanstd,m0lixt,m0lixc72,m0lixc288,m0lixd,m0lixm,m0lixtv,m0lixc72v,m0lixc288v,m0lixdv,m0lixmv
2015-03-20,0.0910339278388,-0.784030469208,-0.804717108183,0.811929730725,-0.867391392006,-0.0376718446884,0.851029405913,0.150844525728,-0.749592905058,-0.793867475621,0.796258570708,-0.811581399405,-0.787193083216,0.54546379159,0.0,0.0,-0.637554275109,1.0,-0.0786358525299,0.0,0.0,0.0092442693567,0.0,0.0315544240269,-0.585995549983,-0.493822802947,0.857141398209,-0.729668945833,-0.507907616876,0.402011198509,0.0,0.0,-0.406701258164,1.0,-0.0314468645134,0.0,0.0,0.030712472115,0.0
2014-12-19,0.150844525728,-0.749592905058,-0.720415392931,0.63258275308,-0.616812878603,-0.103013852265,0.955653775047,0.121879988837,-0.94506526954,-0.959844253874,0.974705584264,-0.980489148812,-0.962787238315,0.584433571624,0.0,0.0,-0.647902727543,1.0,-0.00843126492168,0.0,0.0,0.0304685513577,0.0,0.100758933596,-0.979367419646,-0.846680945083,0.951170913841,-0.946612383791,-0.967890901797,0.344313639371,0.0,0.0,-0.398234122259,1.0,-0.0566653575545,0.0,0.0,0.00384382193239,0.0
2014-09-19,0.121879988837,-0.94506526954,-0.786281160343,0.864393516391,-0.913352608294,-0.00611889856743,0.98113840982,0.259821339038,-0.910011031058,-0.937364445519,0.909957871936,-0.939619775052,-0.923011850638,0.588611876161,0.0,0.0,-0.682010599384,1.0,0.225308782836,0.0,0.0,-0.0332784309645,0.0,0.298714611445,-0.988187595592,-1.0,0.925464551822,-1.0,-0.995297450788,0.493050522259,0.0,0.0,-0.506231357878,1.0,0.168571000801,0.0,0.0,-0.0780837701652,0.0
2014-06-20,0.259821339038,-0.910011031058,-0.553418011453,0.86400200216,-0.765197699486,0.105492324591,1.0,0.133423787584,-0.841611452328,-0.878678157392,0.891538538239,-0.900051186733,-0.884985311006,0.513390456308,0.0,0.0,-0.65257441997,1.0,0.328765520398,0.0,0.0,0.0140871674069,0.0,0.150122414362,-0.821520564384,-0.661470557213,0.861512730785,-0.808464123549,-0.825572842151,0.419483718778,0.0,0.0,-0.435441117399,1.0,-0.0215563272029,0.0,0.0,-0.00652127874501,0.0
2014-03-21,0.133423787584,-0.841611452328,-0.715859969986,0.790087864291,-0.787018061755,-0.0229464931869,0.830774631373,0.319118214867,-0.879607144973,-0.940410769336,0.904510725839,-0.938438172055,-0.918770486533,0.40362904829,0.0,0.0,-0.668344231107,1.0,0.076776963258,0.0,0.0,-0.0759453684198,0.0,0.0684231118442,-0.830886791201,-0.781554377864,0.925215902322,-0.900626696752,-0.694621582978,0.531328278608,0.0,0.0,-0.567308008326,1.0,-0.0258132023401,0.0,0.0,0.0355800249647,0.0
2013-12-20,0.319118214867,-0.879607144973,-0.451498296852,0.840944232878,-0.67520142682,0.136480016196,1.0,0.37132942175,-0.909397010548,-0.908919216497,0.918931203561,-0.928352355568,-0.959610482268,0.377996349398,0.0,0.0,-0.601167341282,1.0,0.298444075025,0.0,0.0,-0.117448988625,0.0,0.254070196027,-0.805879245921,-0.700032973343,0.885012946022,-0.840069627964,-0.810446973155,0.46697863216,0.0,0.0,-0.490998436857,1.0,0.12528642921,0.0,0.0,-0.0686398868905,0.0
2013-09-20,0.37132942175,-0.909397010548,-0.27695188534,0.939348371957,-0.672616231535,0.308988864084,0.795184931182,0.114898889045,-0.780734748913,-0.816858966872,0.793036810729,-0.823047016203,-0.874576565213,0.278358036202,0.0,0.0,-0.497278744347,1.0,-0.00346245508775,0.0,0.0,0.00743993125847,0.0,-0.187404365507,-0.545499472368,-0.342955857277,0.800279840635,-0.627581951826,-0.725375673432,0.21146782613,0.956407238933,0.0861628904709,-0.317375138676,1.0,-0.3463689792,0.310622830948,0.44076433153,0.210909404886,0.0
2013-06-21,0.114898889045,-0.780734748913,-0.376138604746,0.950987071058,-0.748329398709,0.269476706258,-0.203135249286,0.446054512273,-0.86737000649,-0.95070189469,0.833762055934,-0.912290560666,-0.871483753382,0.280073934343,0.0,0.0,-0.50560733926,1.0,0.245457672789,0.0,0.708353687383,-0.183675295074,0.0,0.248099189008,-0.785781357309,-0.744553650201,0.805085285064,-0.81149580946,-0.675652900519,0.492738386202,0.0,0.0,-0.512852663149,1.0,0.0630247705459,0.0,0.0,-0.0450458045208,0.0
2013-03-15,0.523850286619,-0.855369243543,-0.0841198179852,0.960609177032,-0.573651878075,0.423820570007,0.96853196313,-0.121700054867,-0.848916336312,-0.77324390395,0.898582198877,-0.846912313832,-0.873202976019,0.182407108949,0.0,-0.961132906962,-0.315533808081,1.0,-0.225007312553,0.0,-0.349958578036,0.11735589764,0.0,0.359615119332,-0.81130997344,-0.771579142642,0.756052864321,-0.792938131991,-0.743988153529,0.130510399927,-0.018235282498,0.0108843205127,-0.146634759987,0.0,0.175217537745,-0.00672286576646,0.0556784971895,-0.155872154866,0.0
2012-12-21,-0.0702251303559,-0.824613363424,-0.992593811141,0.634657873159,-0.791759013184,-0.180533461062,0.421671502973,0.471769155209,-0.815665451765,-0.896769754934,0.7671608849,-0.853271555665,-0.837286899003,0.294765610262,0.0,0.0,-0.433393595732,1.0,0.420813988521,0.0,0.401195376188,-0.214862244265,0.0,0.316352368353,-0.795859075412,-0.776313857337,0.865915467213,-0.862106372401,-0.715176272336,0.558570708441,0.0,0.0,-0.545743681587,1.0,0.292525126709,0.0,0.0,-0.0942441489176,0.0
2012-09-21,0.471769155209,-0.815665451765,-0.152702024999,0.920322223408,-0.572884746194,0.35463373555,0.926077024809,-0.151900637932,-0.730333771083,-0.697742440032,0.749712566839,-0.739880944395,-0.888632643558,0.154272970286,0.0,-0.585032377144,-0.243338854926,1.0,-0.0240668656556,0.0,-0.213016428142,0.12793537179,0.0,0.118860863254,-0.448353739512,-0.365361975946,0.646395613738,-0.543268902031,-0.651573381411,0.0588415279455,0.0,-0.313807210888,-0.113286188831,0.0,0.120586699551,0.0,-0.845797189828,-0.0633382105689,0.0
2012-06-15,-0.149287206861,-0.754043386984,-0.908383569277,0.551416710082,-0.646856960091,-0.197848962751,-0.0808520992908,0.761442305091,-0.845897911582,-0.933837530195,0.727722272003,-0.855614763564,-0.864961009739,0.177788747584,0.0,0.0,-0.402573074819,1.0,0.5800311603,-0.153227697093,0.146880838139,-0.401156077226,1.0,0.287273670335,-0.788041940744,-0.781212908576,0.848797221214,-0.85443156625,-0.77682501733,0.459513767199,0.0,0.0,-0.594946821151,1.0,0.0576718555899,0.0,0.0,-0.0772465056195,0.0
2012-03-16,0.761442305091,-0.845897911582,0.308770172728,0.941406831523,-0.303305770911,0.603632888474,1.0,0.0151082594035,-0.321497236957,-0.363261924536,0.322232306002,-0.365611144239,-0.606138214499,-0.0329291877866,0.153969438297,-0.214185035506,-0.0477335610609,0.0,0.0122431468862,0.127972700866,0.173784278671,-0.0144939375612,0.0,0.0300401110596,-0.201452888995,-0.030104000023,0.6053244401,-0.363064593044,-0.267095626077,0.0104181815525,0.0,0.0,0.0684326300388,0.0,0.132739826585,0.0,-0.439917707973,-0.0221575692199,0.5
2011-12-16,0.0151082594035,-0.321497236957,-0.508529843152,0.520403709857,-0.35911348995,-0.0979481617275,0.295922340164,-0.149165044248,-0.213222533651,-0.355775862073,0.318203550467,-0.358600963001,-0.30443176324,-0.0414157898131,0.0,-0.467601290267,-0.0349130603914,0.0,-0.179382682854,0.0,0.136675595411,0.112622400033,-1.0,0.749596739214,-0.148684587696,0.00441791654444,0.113252524448,-0.0427370906255,-0.429229983809,-0.0572631478772,0.0,0.155213352742,0.105041067567,-1.0,0.590788827881,0.0,-1.0,-0.444045322586,0.0
2011-09-16,-0.149165044248,-0.213222533651,-0.443975294561,0.402846488678,-0.188968009014,-0.138094793315,-0.173938698925,-0.0206005648224,-0.837484907933,-0.798020350719,0.871131238702,-0.847941666593,-0.925989417236,0.0689496518315,0.0,-0.66690480478,-0.160987659134,1.0,-0.148705456057,0.0,-0.00903068051112,0.0466482176155,0.0,-0.25052459783,-0.619758447138,-0.30587271824,0.896676686778,-0.670053553621,-0.736859876038,0.0417824277417,0.0,0.0,-0.0621718339063,0.0,-0.35537351874,0.0,0.0,0.233012616707,-0.5
2011-06-17,-0.0206005648224,-0.837484907933,-0.42920128472,0.946165063862,-0.776692218154,0.238768642775,-0.876159290085,0.142836993051,-0.814554297433,-0.893417526653,0.803783139009,-0.86850924755,-0.841954493363,0.14264401294,0.0,-0.64210277175,-0.213207779786,1.0,-0.154924443253,0.0,-0.0961980820139,-0.0379232972756,0.0,-0.256881310371,-0.503943994562,-0.350309001679,0.709000801668,-0.574780493352,-0.644308166633,0.283176815591,0.472778203739,0.0425926686117,-0.363721042518,1.0,-0.416636816336,0.153549343917,0.217881839921,0.269700881713,0.0
2011-03-18,0.142836993051,-0.814554297433,-0.310765786543,1.0,-0.760722193386,0.344617106728,-0.28758959538,0.529095490995,-0.801019612479,-0.868830550529,0.728171576551,-0.82130904636,-0.908559749746,0.219420334189,0.0,-0.377902526312,-0.179663019706,1.0,0.462899246001,0.0,-0.137598275729,-0.292616073661,1.0,0.335356997045,-0.702168302643,-0.806392879945,0.747158084703,-0.803553653356,-0.826193374851,0.474165329848,0.0,0.0,-0.540287169653,1.0,0.110225777698,0.0,0.0,-0.0977914999861,0.0
2010-12-17,0.529095490995,-0.801019612479,-0.0905884890966,0.996628031754,-0.617339523713,0.451785025883,1.0,0.0363926295469,-0.605982359659,-0.665741882828,0.572871312806,-0.642467735636,-0.747683250379,0.0648771419763,0.0,0.0,0.0461023656736,0.0,0.0974533159544,0.0,0.471242903059,-0.03388776093,0.0,0.458020011705,-0.540228211491,-0.564575639144,0.641376080904,-0.628525331917,-0.568499574415,0.217625728735,0.0,0.0,-0.161543111475,1.0,0.417238740759,0.0,-0.166082004601,-0.229523089446,1.0
2010-09-17,0.0363926295469,-0.605982359659,-0.920416109288,0.575774852448,-0.681259337507,-0.189142768967,0.958177501379,-0.124914191631,-0.464134189775,-0.56049368785,0.456017137941,-0.530396711728,-0.367956857141,0.0323414516087,0.0,-0.687177301015,0.0635579151511,0.0,-0.169616850815,0.0,-0.177625832279,0.108833634664,0.0,0.249671041619,-0.156570534995,-0.172392852081,0.307638461439,-0.244025142644,-0.348204742601,0.236554582123,0.0,0.120155223562,-0.120845954236,0.0,0.189826935775,0.0,-0.0259363433756,-0.121738449552,0.0
2010-06-18,-0.124914191631,-0.464134189775,-0.572021183242,0.528848655625,-0.408672208565,-0.112050800569,-0.196211070198,0.262197357766,-0.754414386464,-0.823419927795,0.72634627001,-0.796396111485,-0.805418604683,0.116398928621,0.0,-0.199342330693,-0.0126898550861,0.0,0.300531796917,1.0,0.232594462621,-0.170321421366,0.0,0.416515531557,-0.853856396663,-0.799577368789,0.769084455508,-0.814142143336,-0.883282754384,0.708401892159,0.0,0.0,-0.693474187231,1.0,0.389274013194,0.0,0.0,-0.118262028263,0.0
2010-03-19,0.262197357766,-0.754414386464,-0.499818676526,0.792853006478,-0.653003772238,0.070664194781,0.8847183946,0.160992854938,-0.680356797438,-0.688466708016,0.710421453817,-0.717194593105,-0.816361231439,0.0160636101727,-1.0,-0.538516955961,0.0803426498992,0.0,0.161912856537,-0.707693241507,-0.0732037370149,-0.132004525927,1.0,0.0925377345311,-0.710182043233,-0.536043319737,0.830694131529,-0.733120939873,-0.734499024097,0.534904951926,0.0,0.0,-0.700796090249,1.0,-0.143391462368,0.0,0.0,0.0497824591006,0.0
2009-12-18,0.160992854938,-0.680356797438,-0.6290215468,0.798567976623,-0.74124863998,0.0110129492866,0.738132489143,0.803548502418,-0.629539514317,-0.748304040796,0.475839554202,-0.643117023991,-0.802326489341,-0.0788815019437,-0.408948791778,-0.337468817771,0.14833804028,-1.0,0.66401148874,-0.489653505547,-0.122875938118,-0.653394922992,0.0,0.374253877392,-0.688654519625,-0.564472964062,0.592222326961,-0.599576505417,-0.629675387431,0.477820584539,0.0,-1.0,-0.820541917866,1.0,-0.0269467614913,0.0,-0.653187222984,-0.118636226041,0.0
2009-09-18,0.803548502418,-0.629539514317,0.385461995342,0.771777658133,-0.0682345300808,0.495049497276,0.995148858431,1.0,-0.252094040436,-0.405339231221,0.140804773033,-0.304697430575,-0.59921787845,-0.539155424842,0.0,0.0,0.484901067569,-1.0,0.664834736894,0.0,0.0,-1.0,0.0,0.351437148792,-0.38487583722,-0.224579807283,0.407552626886,-0.330587322455,-0.562685790375,-0.110751204936,0.0616647634948,-0.159410590211,0.0648159612957,0.0,0.301899225177,0.0178347759179,-0.224263855389,-0.235100752564,0.0
